id,nombre,sku,tipo,categorias,precio_PEN,precio_regular_PEN,precio_oferta_PEN,en_oferta,tallas,num_variaciones,descripcion,permalink,num_imagenes,imagenes
11232,Cárdigan Ceci Rosa,,variable,"Cardigans, Nuevos Ingresos",85.00,85.00,85.00,False,"L, M, S, XL",4,"-Tela rib urban, textura suave y flexible
 – Manga corta con pinzas en las hombros, puños y pretina, da un efecto bombacho
 – Fit con tres botones, hasta la cintura baja",https://konamoda.pe/product/cardigan-ceci-rosa/,4,https://konamoda.pe/wp-content/uploads/2024/03/cceci8.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci7.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci12.png | https://konamoda.pe/wp-content/uploads/2024/03/tallasceciweb.png
11227,Cárdigan Ceci Perla,,variable,"Cardigans, Nuevos Ingresos",85.00,85.00,85.00,False,"L, M, S, XL",4,"– Tela rib urban, textura suave y flexible
 – Manga corta con pinzas en las hombros, puños y pretina, da un efecto bombacho
 – Fit con tres botones, hasta la cintura baja",https://konamoda.pe/product/cardigan-ceci-perla/,5,https://konamoda.pe/wp-content/uploads/2024/03/cceci6.png | https://konamoda.pe/wp-content/uploads/2024/03/cardiganCeci1.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci3.png | https://konamoda.pe/wp-content/uploads/2024/03/cardiganceci2.png | https://konamoda.pe/wp-content/uploads/2024/03/tallasceciweb.png
11140,Top Princess Fuccia,,variable,"Basicos, Blusas, Nuevos Ingresos",65.00,65.00,65.00,False,"L, M, XL",3,"-Tela rib con un acabado ligeramente brillante
 -Tela Suave y versátil
 – Diseño estilo corset, manga cero
 – Cuello cuadrado con esquinas redondeadas (adelante y atrás)",https://konamoda.pe/product/top-princess-fuccia/,5,https://konamoda.pe/wp-content/uploads/2024/02/web6-top-fuccia.png | https://konamoda.pe/wp-content/uploads/2024/02/web-top-fuccia.png | https://konamoda.pe/wp-content/uploads/2024/02/web14-top-fuccia.png | https://konamoda.pe/wp-content/uploads/2024/02/web12-top-fuccia.png | https://konamoda.pe/wp-content/uploads/2024/02/tallasprincesstop.png
11149,Top Princess Lila,,variable,"Basicos, Blusas, Nuevos Ingresos",65.00,65.00,65.00,False,"L, M, XL",3,"-Tela rib con un acabado ligeramente brillante
 -Tela Suave y versátil
 – Diseño estilo corset, manga cero
 – Cuello cuadrado con esquinas redondeadas (adelante y atrás)",https://konamoda.pe/product/top-princess-lila/,5,https://konamoda.pe/wp-content/uploads/2024/02/web13-top-lila.png | https://konamoda.pe/wp-content/uploads/2024/02/web-19-top-lila.png | https://konamoda.pe/wp-content/uploads/2024/02/web-top-lila-atras.png | https://konamoda.pe/wp-content/uploads/2024/02/web-foto-grupal.png | https://konamoda.pe/wp-content/uploads/2024/02/tallasprincesstop.png
11136,Top Princess Verde,,variable,"Basicos, Blusas, Nuevos Ingresos",65.00,65.00,65.00,False,"L, M, XL",3,"-Tela rib con un acabado ligeramente brillante
 -Tela Suave y versátil
 – Diseño estilo corset, manga cero
 – Cuello cuadrado con esquinas redondeadas (adelante y atrás)",https://konamoda.pe/product/top-princess-verde/,6,https://konamoda.pe/wp-content/uploads/2024/02/web5-top-verde.png | https://konamoda.pe/wp-content/uploads/2024/02/web-foto-grupal.png | https://konamoda.pe/wp-content/uploads/2024/02/web15-top-verde-x.png | https://konamoda.pe/wp-content/uploads/2024/02/web28-top-verde-x.png | https://konamoda.pe/wp-content/uploads/2024/02/tallasprincesstop.png | https://konamoda.pe/wp-content/uploads/2024/02/web29-top-verde-x.png
11145,Top Princess Beige,,variable,"Basicos, Blusas, Nuevos Ingresos",65.00,65.00,65.00,False,"L, M, XL",3,"-Tela rib con un acabado ligeramente brillante
 -Tela Suave y versátil
 – Diseño estilo corset, manga cero
 – Cuello cuadrado con esquinas redondeadas (adelante y atrás)",https://konamoda.pe/product/top-princess-beige/,4,https://konamoda.pe/wp-content/uploads/2024/02/web21-top-beige.png | https://konamoda.pe/wp-content/uploads/2024/02/web10-top-beige-1.png | https://konamoda.pe/wp-content/uploads/2024/02/web27-top-beige-x.png | https://konamoda.pe/wp-content/uploads/2024/02/tallasprincesstop.png
11144,Top Princess Negro,,variable,"Basicos, Blusas, Nuevos Ingresos",65.00,65.00,65.00,False,"L, M, XL",3,"-Tela rib con un acabado ligeramente brillante
 -Tela Suave y versátil
 – Diseño estilo corset, manga cero
 – Cuello cuadrado con esquinas redondeadas (adelante y atrás)",https://konamoda.pe/product/top-princess-negro/,6,https://konamoda.pe/wp-content/uploads/2024/02/web7-1-top-negro.png | https://konamoda.pe/wp-content/uploads/2024/02/web22-top-negro.png | https://konamoda.pe/wp-content/uploads/2024/02/web8-top-negro.png | https://konamoda.pe/wp-content/uploads/2024/02/web9-top-negro.png | https://konamoda.pe/wp-content/uploads/2024/02/web2-tops-grupal-x.png | https://konamoda.pe/wp-content/uploads/2024/02/tallasprincesstop.png
11050,Heart bag Verde,,simple,Carteras,85.00,85.00,85.00,False,,0,"Material cuero PU
 Asa de mano y asa superior
 Accesorio en forma de corazón en la parte del broche imantado
 Bordado de corazones encima del cuero",https://konamoda.pe/product/heart-bag-rosada/,1,https://konamoda.pe/wp-content/uploads/2023/06/HEART-BAG-VERDE.webp
11034,Palazzo Tefa Beige,,variable,Joggers,89.00,89.00,89.00,False,"L, M, XL",3,"-Tela algodón rib
 -Pantalón palazzo con el detalle de ondas y abertura en la parte final de la bota
 -Pretina ancha y firme
 -Fit holgado, textura suave",https://konamoda.pe/product/palazzo-tefa-beige/,8,https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige5.webp | https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige1.webp | https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige4.webp | https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige2.webp | https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige3.webp | https://konamoda.pe/wp-content/uploads/2023/11/TefaBeige6.webp | https://konamoda.pe/wp-content/uploads/2023/11/PackPalazzoTefa.webp | https://konamoda.pe/wp-content/uploads/2023/11/guiapalazzo2.webp
11007,Palazzo Tefa Lila,,variable,Joggers,89.00,89.00,89.00,False,"L, M, XL",3,"-Tela algodón rib
 -Pantalón palazzo con el detalle de ondas y abertura en la parte final de la bota
 -Pretina ancha y firme
 -Fit holgado, textura suave",https://konamoda.pe/product/palazzo-tefa-lila/,7,https://konamoda.pe/wp-content/uploads/2023/11/PalazzoTefa4.webp | https://konamoda.pe/wp-content/uploads/2023/11/PalazzoTefa1.webp | https://konamoda.pe/wp-content/uploads/2023/11/PalazzoTefa2.webp | https://konamoda.pe/wp-content/uploads/2023/11/PalazzoTefa5.webp | https://konamoda.pe/wp-content/uploads/2023/11/PretinaPalazzoTefa.webp | https://konamoda.pe/wp-content/uploads/2023/11/PalazzoTefa3.webp | https://konamoda.pe/wp-content/uploads/2023/11/guiapalazzo2.webp
10930,Vestido Dreams Rosa,,variable,Vestidos,145.00,145.00,145.00,False,"L, M, S, XL",4,"-Tela seda francesa stretch print de flores
 -Fit largo con escote oval
 -Plisado en la parte de adelante
 -Manga larga con recogido en el puño",https://konamoda.pe/product/vestido-dreams-rosa/,6,https://konamoda.pe/wp-content/uploads/2023/10/rosaweb.webp | https://konamoda.pe/wp-content/uploads/2023/10/dreamsrosa.webp | https://konamoda.pe/wp-content/uploads/2023/10/dreams8.webp | https://konamoda.pe/wp-content/uploads/2023/10/DreamsGroup.webp | https://konamoda.pe/wp-content/uploads/2023/10/vestidodreams-1.webp | https://konamoda.pe/wp-content/uploads/2023/10/dreams5.webp
10935,Vestido Dreams Verde,,variable,Vestidos,145.00,145.00,145.00,False,"L, M, S, XL",4,"-Tela seda francesa stretch print de flores
 -Fit largo con escote oval
 -Plisado en la parte de adelante
 -Manga larga con recogido en el puño",https://konamoda.pe/product/vestido-dreams-verde/,5,https://konamoda.pe/wp-content/uploads/2023/10/dreams6-1.webp | https://konamoda.pe/wp-content/uploads/2023/10/DreamsGreen.webp | https://konamoda.pe/wp-content/uploads/2023/10/DreamsGroup.webp | https://konamoda.pe/wp-content/uploads/2023/10/dreams10.webp | https://konamoda.pe/wp-content/uploads/2023/10/vestidodreams-1.webp
10361,Ribbon Bag Verde,,simple,Carteras,85.00,85.00,85.00,False,,0,"Material cuero PU
Asa de mano corrugada
Asa superior de cuero regulable
Accesorio en forma de Lazo dorado en la parte de adelante",https://konamoda.pe/product/ribbon-bag/,1,https://konamoda.pe/wp-content/uploads/2023/06/RIBBON-BAG-VERDE.webp
10346,Cinnamon Bag Beige,,simple,Carteras,85.00,85.00,85.00,False,,0,"Material cuero PU
Forma tubular
Asa de cadena entrelazado con el cuero
Regulador de la asa en forma de esfera
Lazo y pompón como accesorio",https://konamoda.pe/product/cinnamon-bag/,3,https://konamoda.pe/wp-content/uploads/2023/06/CINNAMON-BAG-BEIGE.webp | https://konamoda.pe/wp-content/uploads/2023/06/CINNAMON-BAG-BEIGE-1.webp | https://konamoda.pe/wp-content/uploads/2023/06/CINNAMON-BAG-BEIGE-PRODUCTO.webp
10263,Vestidos Flowers Beige,,variable,Vestidos,115.00,115.00,115.00,False,"L, M, S, XL",4,"-Tela lino stretch estampada, suave y fresca
-Manga corta con pliegues y vuelo al final
-Falda de bobos en dos tiempos.",https://konamoda.pe/product/vestidos-flowers-beige/,5,https://konamoda.pe/wp-content/uploads/2023/04/VESTIDOS-FLOWERS-BEIGE.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDOS-FLOWERS-BEIGE-2.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDOS-FLOWERS-BEIGE-3.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDOS-FLOWERS-BEIGE-1.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDO-FLOWERS-TALLAS.webp
10258,Vestido Flowers Celeste,,variable,Vestidos,115.00,115.00,115.00,False,"L, M, S, XL",4,"-Tela lino stretch estampada, suave y fresca
-Manga corta con pliegues y vuelo al final
-Falda de bobos en dos tiempos.",https://konamoda.pe/product/vestido-flowers-celeste/,4,https://konamoda.pe/wp-content/uploads/2023/04/VESTIDO-FLOWERS-CELESTE.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDO-FLOWERS-CELESTE-1.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDO-FLOWERS-CELESTE-2.webp | https://konamoda.pe/wp-content/uploads/2023/04/VESTIDO-FLOWERS-TALLAS.webp
10181,Paper Bag Jean Lu Azul,,variable,"Full Denim, Pantalones",155.00,155.00,155.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 98% algodón y 2% spandex
-Elástico en todo el contorno de la cintura, con dos botones
-Tiene un cinturón de la misma tela
-Diseño cómodo y versátil",https://konamoda.pe/product/paper-bag-jean-lu/,5,https://konamoda.pe/wp-content/uploads/2022/12/PAPER-BAG-JEAN-LU.webp | https://konamoda.pe/wp-content/uploads/2022/12/PAPER-BAG-JEAN-LU-3.webp | https://konamoda.pe/wp-content/uploads/2022/12/PAPER-BAG-JEAN-LU-2.webp | https://konamoda.pe/wp-content/uploads/2022/12/PAPER-BAG-JEAN-LU-1.webp | https://konamoda.pe/wp-content/uploads/2022/12/PAPER-BAG-JEAN-TALLAS.webp
10141,Flare Jean Ari Azul,,variable,"Full Denim, Pantalones",155.00,155.00,155.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 95% algodón y 5% spandex
-Bota acampanada
-Pretina cómoda con un botón
-Diseño versátil y casual",https://konamoda.pe/product/jean-flare-ari-azul/,4,https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-AZUL.webp | https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-AZUL-2.webp | https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-AZUL-1.webp | https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-TALLAS.webp
10153,Flare Jean Ari negro,,variable,"Full Denim, Pantalones",155.00,155.00,155.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 95% algodón y 5% spandex
-Bota acampanada
-Pretina cómoda con un botón
-Diseño versátil y casual",https://konamoda.pe/product/jean-flare-ari-negro/,3,https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-NEGRO.webp | https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-NEGRO-1.webp | https://konamoda.pe/wp-content/uploads/2022/10/FLARE-JEAN-ARI-TALLAS.webp
10054,Básico Feel Calm Beige,,variable,Basicos,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Tela viscosa nacional, suave y versátil
-Manga larga, con un detalle de ondas al final de la manga
-En el hombro tiene un detalle de bobos en tres tiempos.",https://konamoda.pe/product/basico-feel-beige/,3,https://konamoda.pe/wp-content/uploads/2022/07/BasicoFeelCalm.webp | https://konamoda.pe/wp-content/uploads/2022/07/BASICO-FEEL-CALM.webp | https://konamoda.pe/wp-content/uploads/2022/07/BASICO-FEEL-CALM-Tallas.webp
10059,Básico Feel Hope Verde,,variable,Basicos,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Tela viscosa nacional, suave y versátil
-Manga larga, con un detalle de ondas al final de la manga
-En el hombro tiene un detalle de bobos en tres tiempos.",https://konamoda.pe/product/basico-feel-green/,4,https://konamoda.pe/wp-content/uploads/2022/07/BasicoFeelHope.webp | https://konamoda.pe/wp-content/uploads/2022/07/BASICO-FEEL-HOPE.webp | https://konamoda.pe/wp-content/uploads/2022/07/BASICO-FEEL-HOPE-2.webp | https://konamoda.pe/wp-content/uploads/2022/07/BASICO-FEEL-HOPE-tallas.webp
9959,Cárdigan Pia Plomo,,variable,Cardigans,85.00,85.00,85.00,False,"L, M, S, XL",4,"-Tela chompero waffle , textura suave y versátil
-Manga corta con pinzas en las hombros, puños y pretina, da un efecto bombacho
-Fit con tres botones, hasta la cintura baja",https://konamoda.pe/product/cardigan-pia-plomo/,4,https://konamoda.pe/wp-content/uploads/2022/03/CARDIGAN-PIA-PLOMO.webp | https://konamoda.pe/wp-content/uploads/2022/03/CARDIGAN-PIA-PLOMO-1.webp | https://konamoda.pe/wp-content/uploads/2022/03/CARDIGAN-PIA-PLOMO-2.webp | https://konamoda.pe/wp-content/uploads/2022/03/CARDIGAN-PIA-tallas.webp
9823,Chaleco Yess Acero,,variable,Chalecos,99.00,99.00,99.00,False,"L, M, S, XL",4,"-Tela rib stretch tejido con diseño
-Manga acero
-Fit largo con dos botones pequeños",https://konamoda.pe/product/chaleco-yess-acero/,5,https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-ACERO.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-ACERO-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-ACERO-2.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-ACERO-3.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-TALLAS.webp
9828,Chaleco Yess Perla,,variable,Chalecos,99.00,99.00,99.00,False,"L, M, S, XL",4,"-Tela rib stretch tejido con diseño
-Manga acero
-Fit largo con dos botones pequeños",https://konamoda.pe/product/chaleco-yess/,5,https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-PERLA.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-PERLA-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-PERLA-2.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-PERLA-3.webp | https://konamoda.pe/wp-content/uploads/2021/12/CHALECO-YESS-TALLAS.webp
9793,Casaca Jean Love Azul,,variable,Full Denim,159.00,159.00,159.00,False,"L, M, S, XL, XXL",5,"-Tela denim 97% algodón y 3% spandex
-Mangas globo con pliegues en el puño
-Fit holgado en el cuerpo con entalle en la pretina",https://konamoda.pe/product/casaca-jean-love-azul/,4,https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-AZUL.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-AZUL-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-AZUL-2.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-LOVE-tallas.webp
9756,Casaca Jean Love Celeste,,variable,Full Denim,159.00,159.00,159.00,False,"L, M, S, XL, XXL",5,"-Tela denim 97% algodón y 3% spandex
-Mangas globo con pinzas en el puño
-Fit holgado en el cuerpo con entalle en la pretina",https://konamoda.pe/product/casaca-jean-love/,5,https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-CELESTE.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-CELESTE-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-CELESTE-3.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-JEAN-LOVE-CELESTE-4.webp | https://konamoda.pe/wp-content/uploads/2021/12/CASACA-LOVE-tallas.webp
9742,Slouchy Jean Cris Celeste,,variable,"Full Denim, Pantalones",149.00,149.00,149.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 97% algodón y 3% spandex
-Elástico en la parte de atrás en la cintura con un botón adelante
-Pliegue en ambos lados debajo de la pretina y en la parte del tobill
-Fit Baggy en las piernas",https://konamoda.pe/product/slouchy-jean-cris-2/,7,https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE-4.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE-5.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE-3.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-CELESTE-2.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-TALLAS.webp
9785,Slouchy Jean Cris Azul,,variable,"Full Denim, Pantalones",149.00,149.00,149.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 97% algodón y 3% spandex
-Elástico en la parte de atrás en la cintura con un botón adelante
-Pliegue en ambos lados debajo de la pretina y en la parte del tobillo
-Fit Baggy en las piernas",https://konamoda.pe/product/slouchy-jean-cris/,6,https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-AZUL.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-AZUL-1.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-AZUL-2.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-AZUL-3.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-AZUL-4.webp | https://konamoda.pe/wp-content/uploads/2021/12/SLOUCHY-JEAN-CRIS-TALLAS.webp
9716,Básico Ketzy Beige,,variable,Basicos,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Mix de telas (gasa y viscosa)
-Manga corta de gasa con pinzas y doble bobo
-Cuerpo de tela viscosa nacional
-Textura suave y fresca",https://konamoda.pe/product/basico-ketzy-beige/,2,https://konamoda.pe/wp-content/uploads/2021/11/BASICO-KETZY-BEIGE.webp | https://konamoda.pe/wp-content/uploads/2021/11/BASICO-KETZY-tallas.webp
9698,Básico Ketzy Rosa,,variable,Basicos,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Mix de telas (gasa y viscosa)
-Manga corta de gasa con pinzas y doble bobo
-Cuerpo de tela viscosa nacional
-Textura suave y fresca",https://konamoda.pe/product/basico-ketzy-rosa/,3,https://konamoda.pe/wp-content/uploads/2021/11/BASICO-KETZY-ROSA.webp | https://konamoda.pe/wp-content/uploads/2021/11/BASICO-KETZY-ROSA-1.webp | https://konamoda.pe/wp-content/uploads/2021/11/BASICO-KETZY-tallas.webp
9631,Jogger Kia Beige,,variable,Joggers,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Pantalones de french terry (95% algodón y 5% licra)
-Tela con reactivo (no destiñe)
-Textura suave y fresca
-Pretina cómoda, no ajusta",https://konamoda.pe/product/jogger-kia-beige/,4,https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-BEIGE.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-BEIGE-1.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-BEIGE-COLORES.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-TALLAS.webp
9623,Jogger Kia Lila,,variable,Joggers,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Pantalones de french terry (95% algodón y 5% licra)
-Tela con reactivo (no destiñe)
-Textura suave y fresca
-Pretina cómoda, no ajusta",https://konamoda.pe/product/jogger-kia-lila/,4,https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-LILA.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-LILA-1.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-LILA-2.webp | https://konamoda.pe/wp-content/uploads/2021/10/JOGGER-KIA-TALLAS-1.webp
9414,Paper bag Leti Golden B.,,variable,"Full Denim, Pantalones",129.00,129.00,129.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 97% algodón y 3% spandex
-Elástico en todo el contorno de la cintura, con dos botones
-Tiene un cinturón de la misma tela
-Diseño cómodo, para toda ocasión",https://konamoda.pe/product/paper-bag-leti-golden-beige/,4,https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-GOLDEN-B_png.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-GOLDEN-B.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-GOLDEN-B.-3.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-TALLAS.webp
9415,Paper bag Leti Negro,,variable,"Full Denim, Pantalones",129.00,129.00,129.00,False,"30, 32, 34, 36, 38, 40",6,"-Tela denim 97% algodón y 3% spandex
-Elástico en todo el contorno de la cintura, con dos botones
-Tiene un cinturón de la misma tela
-Diseño cómodo, para toda ocasión",https://konamoda.pe/product/paper-bag-leti-negro/,4,https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-NEGRO.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-NEGRO-2.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-NEGRO-1.webp | https://konamoda.pe/wp-content/uploads/2021/05/PAPER-BAG-LETI-TALLAS.webp
9272,Set Lau Rosa,,variable,Set - Conjuntos,139.00,139.00,139.00,False,"L, M, S, XL",1,"-Tela algodón rib
-Estilo holgado, textura suave
-Polo con las mangas a la altura del codo con un detalle de ondas al final de la manga
-Pantalón palazzo con el detalle de ondas en la parte final de la bota
-Pretina ancha",https://konamoda.pe/product/set-lau/,6,https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-ROSA.webp | https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-ROSA-1.webp | https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-ROSA-2.webp | https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-ROSA-3.webp | https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-TOP-TALLAS.webp | https://konamoda.pe/wp-content/uploads/2021/04/SET-LAU-PANTALON-TALLAS.webp
8683,Chompa Ani Turquesa,,variable,Chompas,79.00,79.00,79.00,False,"M, S",2,"-Chompa tejida de hilo de algodón
-Cuello alto holgado, super cómodo",https://konamoda.pe/product/chompa-ani-turquesa/,1,https://konamoda.pe/wp-content/uploads/2020/12/CHOMPA-ANI-TURQUESA.webp
8676,Chompa Ani Negro,,variable,Chompas,79.00,79.00,79.00,False,"L, M",2,"-Chompa tejida de hilo de algodón
-Cuello alto holgado, super cómodo",https://konamoda.pe/product/chompa-ani-negro/,1,https://konamoda.pe/wp-content/uploads/2020/12/CHOMPA-ANI-NEGRO.webp
8665,Cafarenas Edy Perla,,variable,Cafarenas,59.00,59.00,59.00,False,"L, M, S, XL",1,"-Cafarena de cuello bajo
-Tela rib ligera y de textura suave
-Detalles encarrujado en las mangas",https://konamoda.pe/product/cafarenas-edy-perla/,2,https://konamoda.pe/wp-content/uploads/2020/12/CAFARENAS-EDY-PERLA.webp | https://konamoda.pe/wp-content/uploads/2020/12/CAFARENAS-EDY-PERLA.jpg
8660,Cafarena Jess Ocre,,variable,Cafarenas,59.00,59.00,59.00,False,"L, M, S, XL",4,"-Cafarena con cuello alto
-Tela rib ligera y de textura suave
-Disponible en color ocre",https://konamoda.pe/product/cafarenas-edy-ocre/,2,https://konamoda.pe/wp-content/uploads/2020/12/CAFARENA-JESS.webp | https://konamoda.pe/wp-content/uploads/2020/12/CAFARENA-JESS-1.webp
8651,Blusa de Gasa Palo Rosa,,variable,"Basicos, Blusas",69.00,69.00,69.00,False,"L, M, S, XL",4,"-Blusa de gasa importada
-Súper suave, estilizada y elegante.
-Perfecta para un día de oficina o una reunión.
-Disponible en Tie dye, palo rosa y negro",https://konamoda.pe/product/blusa-de-gasa-palo-rosa/,2,https://konamoda.pe/wp-content/uploads/2020/12/BLUSA-DE-GASA-PALO-ROSA.webp | https://konamoda.pe/wp-content/uploads/2020/12/BLUSA-DE-GASA-PALO-ROSA-1.webp
8515,Pantalon Dril Yuri,,variable,Pantalones,109.00,109.00,109.00,False,"28, 30, 32, 34",8,"-Tela dril stretch de alta calidad.
-Composición 96% algodón y 4% spandex
-Corte semicintura y entalle alto.
-Pretina ancha con elástico firme y suave
-Los Yuri Pants son la comodidad hecha pantalón. Diseñado cuidadosamente para brindar el ajuste perfecto con la mayor comodidad posible.",https://konamoda.pe/product/pantalon-dril-yuri/,3,https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-YURI.webp | https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-YURI-NEGRO.webp | https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-YURI-AZUL.webp
8508,Pantalon Dril Luna Rojo Sandia,,variable,Pantalones,109.00,109.00,109.00,False,"30, 32, 34",9,"-Tela dril stretch de alta calidad.
-Composición 96% algodón y 4% spandex
-Corte semicintura y entalle alto
-En la bota pie tiene un dobles la tela con un detalle de pedrería en forma de flor.",https://konamoda.pe/product/pantalon-dril-luna/,1,https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-LUNA.webp
8501,Pantalon Dril Sami,,variable,Pantalones,109.00,109.00,109.00,False,"28, 30, 32, 34",12,"-Tela dril stretch de alta calidad.
-Composición 96% algodón y 4% spandex
-Corte semicintura y entalle alto
-Pretina ancha con tres botones dorados especiales que le dan un toque de elegancia al pantalón",https://konamoda.pe/product/pantalon-dril-sami/,3,https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-SAMI.webp | https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-SAMI-BLANCO.webp | https://konamoda.pe/wp-content/uploads/2020/12/PANTALON-DRIL-SAMI-BEIGE.webp
